City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country_Code
glencoe,-28.069720000000004,30.074700000000004,50.18,96,38,1.5,za
amethi,28.069720000000004,81.20169000000001,88.38,70,93,5.44,in
kieta,-3.0074700000000005,158.39342000000002,83.17,65,100,2.77,pg
beira,-20.0498,35.08715,75.2,88,40,6.93,mz
ixtapa,11.02739,-105.26145000000001,84,94,90,4.7,mx
igarka,68.16932000000001,86.21414000000001,55.9,70,5,11.34,ru
birao,11.02739,25.062250000000002,70.34,96,85,3.58,cf
whitehorse,62.15438,-132.32868000000002,53.6,60,75,10.29,ca
worcester,52.12948000000001,-2.00498,50,76,1,9.17,gb
kandrian,-8.01992,150.3735,86.54,64,88,11.63,pg
kaeo,-28.069720000000004,174.43326000000002,64.99,44,1,14,nz
hailey,44.10956,-113.28137000000001,62.6,29,5,11.41,us
te anau,-45.11205,160.3984,47.19,85,96,6.15,nz
davila,19.047310000000003,117.29133000000002,89.6,66,75,4.7,ph
ferrol,46.114540000000005,-10.0249,64,93,87,5.82,es
toamasina,-18.04482,50.124500000000005,66.2,93,75,4.7,mg
kirillov,60.14940000000001,39.09711,44.6,100,40,2.24,ru
vatutine,49.12201,31.07719,57.15,91,17,2.55,ua
miguel hidalgo,17.042330000000003,-91.22659000000002,66.2,63,75,10.29,mx
nador,33.082170000000005,-3.0074700000000005,73.4,94,90,4.7,ma
el alto,-4.00996,-83.20667,62.31,84,0,15.14,pe
ventspils,58.144420000000004,20.0498,55.4,100,94,1.12,lv
sault sainte marie,47.11703000000001,-84.20916000000001,66.2,82,90,6.93,ca
saposoa,-7.017430000000001,-77.19173,71.04,85,98,1.72,pe
wanning,16.03984,112.27888000000002,88.36,65,46,4.23,cn
gritsovskiy,54.134460000000004,38.094620000000006,44.31,88,0,7.67,ru
luebo,-5.01245,21.052290000000003,70.43,94,7,0.29,cd
najran,19.047310000000003,49.12201,75.2,27,67,3.13,sa
sterling,59.146910000000005,-149.37101,53.01,87,75,1.39,us
scarborough,11.02739,-59.146910000000005,60.01,90,92,1.01,tt
bahia blanca,-37.092130000000004,-62.15438,50.18,71,88,13.04,ar
taksimo,55.136950000000006,116.28884000000001,54.09,69,97,2.86,ru
gagnoa,6.014940000000001,-6.014940000000001,71.31,94,100,2.48,ci
ramos arizpe,26.064740000000004,-101.25149,60.01,84,88,3.67,mx
borda da mata,-22.05478,-46.114540000000005,60.55,82,0,2.48,br
malakal,10.0249,31.07719,71.91,90,100,0.2,sd
broken hill,-27.067230000000002,143.35607000000002,82.4,20,21,14.99,au
ahipara,-32.07968,172.42828000000003,60.39,71,0,9.98,nz
lenger,42.104580000000006,70.1743,69.8,28,0,6.71,kz
kushiro,43.10707000000001,144.35856,68,88,75,14.99,jp
zarand,31.07719,56.13944000000001,66.47,23,0,0.98,ir
tenango,17.042330000000003,-92.22908000000001,60.01,95,100,1.99,mx
anori,7.017430000000001,-75.18675,76.82,77,59,3.83,co
likasi,-11.02739,27.067230000000002,65.43,48,79,2.68,cd
russkaya polyana,53.13197,74.18426000000001,56.43,92,5,3,ru
zhuhai,22.05478,113.28137000000001,91.4,84,20,11.41,cn
hermosillo,29.072210000000002,-111.27639,93.99,24,5,4.7,mx
kjollefjord,71.17679000000001,27.067230000000002,44.6,93,75,4.7,no
sembe,2.00498,15.037350000000002,69.82,94,88,5.08,cg
laje,-10.0249,-41.102090000000004,67.44,83,30,12.39,br
gorontalo,0.0,124.30876,87.98,51,33,7.83,id
clarksburg,39.09711,-80.1992,53.6,87,1,3.36,us
tagusao,11.02739,116.28884000000001,79.12,90,100,18.52,ph
eydhafushi,5.01245,71.17679000000001,82.53,75,53,7,mv
buala,-8.01992,158.39342000000002,84.92,73,54,10.71,sb
labuhan,-11.02739,101.25149,89.4,44,100,1.48,id
hambantota,-2.00498,85.21165,82.4,94,40,11.41,lk
la ronge,57.14193000000001,-107.26643000000001,35.6,47,5,16.11,ca
waitati,-46.114540000000005,172.42828000000003,55.49,54,47,19.6,nz
arroyo,17.042330000000003,-66.16434000000001,59,77,82,4.7,us
yanam,16.03984,83.20667,82.4,83,90,4.61,in
san juan,22.05478,-66.16434000000001,62.65,30,32,8.46,us
hammerfest,71.17679000000001,23.057270000000003,42.8,93,75,3.36,no
tsumeb,-19.047310000000003,18.04482,60.15,28,0,7.31,na
takoradi,-1.00249,1.00249,75.15,88,100,10.18,gh
okha,56.13944000000001,143.35607000000002,64.08,75,42,7.4,ru
