City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country_Code
atar,23.057270000000003,-10.0249,93.22,18,97,8.19,mr
sao filipe,12.029880000000002,-31.07719,78.67,82,93,8.48,cv
lagoa,51.126990000000006,-29.072210000000002,71.1,83,100,18.25,pt
half moon bay,34.08466000000001,-130.3237,62.01,93,90,5.82,us
dawei,13.032370000000002,96.23904000000002,87.35,66,67,1.88,mm
barrow,81.20169000000001,-144.35856,41,86,90,13.87,us
yorkton,51.126990000000006,-102.25398000000001,48.2,66,1,3.36,ca
busselton,-61.15189000000001,81.20169000000001,64.99,63,84,1.99,au
anqing,30.074700000000004,117.29133000000002,72.57,83,100,2.24,cn
mataura,-61.15189000000001,-159.39591000000001,55,75,44,15.99,pf
saint george,38.094620000000006,-61.15189000000001,89.6,8,1,9.17,bm
thompson,63.156870000000005,-95.23655000000001,42.8,81,75,3.36,ca
arraial do cabo,-30.074700000000004,-32.07968,73.4,78,0,18.34,br
luwuk,-1.00249,123.30627000000001,83.98,56,36,9.48,id
hermanus,-62.15438,7.017430000000001,55,65,18,5.99,za
eureka,41.102090000000004,-127.31623000000002,57.99,100,98,2.17,us
college,64.15936,-148.36852000000002,57.2,41,75,0.78,us
hermanus,-57.14193000000001,10.0249,55,65,18,5.99,za
kapaa,9.02241,-172.42828000000003,86,58,75,10.29,us
vilyuysk,61.15189000000001,122.30378000000002,53.38,68,0,8.03,ru
murray bridge,-35.08715,140.3486,60.01,83,12,3,au
kavieng,13.032370000000002,157.39093000000003,84.06,76,33,13.33,pg
narsaq,85.21165,-60.14940000000001,33.8,64,27,4.7,gl
kapaa,29.072210000000002,-177.44073000000003,86,58,75,10.29,us
rocha,-57.14193000000001,-33.082170000000005,49.03,92,26,11.05,uy
kitimat,52.12948000000001,-129.32121,55.99,91,100,1.92,ca
tabuk,29.072210000000002,36.08964,88.12,64,17,2.8,sa
atuona,-9.02241,-129.32121,78.62,75,2,15.23,pf
te anau,-39.09711,162.40338000000003,51.04,78,67,11.01,nz
puerto ayora,2.00498,-93.23157,68,90,85,8.01,ec
talnakh,78.19422,89.22161000000001,51.8,93,40,15.66,ru
busselton,-67.16683,93.23157,64.99,63,84,1.99,au
rastolita,47.11703000000001,25.062250000000002,59.72,79,0,4.81,ro
georgetown,-10.0249,-17.042330000000003,84.2,78,20,3.36,sh
hilo,8.01992,-146.36354000000003,82.4,61,90,8.05,us
warrington,30.074700000000004,-87.21663000000001,57.2,93,0,5.82,us
carnarvon,-29.072210000000002,104.25896000000002,78.8,61,0,4.7,au
batagay-alyta,68.16932000000001,127.31623000000002,40.06,91,100,11.01,ru
severo-kurilsk,32.07968,170.4233,53.24,67,0,14.29,ru
mahebourg,-36.08964,73.18177000000001,69.8,83,75,12.75,mu
pleasanton,29.072210000000002,-98.24402,69.8,56,90,4.7,us
bluff,-61.15189000000001,162.40338000000003,55,75,4,15.99,nz
rikitea,-23.057270000000003,-130.3237,73.65,85,23,15.35,pf
onokhoy,52.12948000000001,108.26892000000001,46.4,70,75,2.28,ru
albany,-47.11703000000001,118.29382000000001,64,99,93,5.12,au
albany,-88.21912,110.27390000000001,64,99,93,5.12,au
iqaluit,63.156870000000005,-73.18177000000001,41,65,90,9.17,ca
ouadda,8.01992,22.05478,67.87,93,89,1.12,cf
hilo,15.037350000000002,-139.34611,82.4,61,90,8.05,us
vaini,-49.12201,-172.42828000000003,71.6,73,75,8.05,to
souillac,-58.144420000000004,79.19671000000001,69.8,83,75,12.75,mu
ponta do sol,21.052290000000003,-36.08964,69.8,73,20,10.29,cv
kaitangata,-70.1743,175.43575,63,41,59,23,nz
hithadhoo,-5.01245,79.19671000000001,81.34,68,30,4.65,mv
noumea,-27.067230000000002,162.40338000000003,78.8,57,90,6.93,nc
ushuaia,-87.21663000000001,-79.19671000000001,44.6,52,75,24.16,ar
ushuaia,-63.156870000000005,-38.094620000000006,44.6,52,75,24.16,ar
pacific grove,31.07719,-130.3237,57.99,94,71,4.5,us
burnie,-42.104580000000006,144.35856,59,46,4,17,au
iskateley,69.17181000000001,55.136950000000006,48.72,96,100,10.31,ru
kapaa,39.09711,-177.44073000000003,86,58,75,10.29,us
cape town,-60.14940000000001,-14.034860000000002,55,76,20,9.17,za
port alfred,-81.20169000000001,43.10707000000001,56.48,65,0,10.4,za
quatre cocos,-20.0498,58.144420000000004,69.8,83,75,12.75,mu
vestmannaeyjar,60.14940000000001,-18.04482,48.58,80,78,15.39,is
bukama,-10.0249,26.064740000000004,72.64,36,17,3.42,cd
cape town,-44.10956,12.029880000000002,55,76,20,9.17,za
tilichiki,60.14940000000001,166.41334,50.86,69,100,17.98,ru
punta arenas,-63.156870000000005,-94.23406000000001,44.6,71,100,17.22,cl
nikolskoye,48.11952000000001,176.43824,52,93,0,11.18,ru
puerto ayora,-5.01245,-91.22659000000002,68,90,85,8.01,ec
georgetown,-6.014940000000001,-14.034860000000002,84.2,78,20,3.36,sh
waipawa,-46.114540000000005,179.44571000000002,60.8,63,1,21.92,nz
hermanus,-73.18177000000001,8.01992,55,65,18,5.99,za
shirokiy,64.15936,148.36852000000002,68.2,74,100,1.97,ru
cape town,-56.13944000000001,-6.014940000000001,55,76,20,9.17,za
hithadhoo,-13.032370000000002,71.17679000000001,81.34,68,30,4.65,mv
gimbi,9.02241,36.08964,54.79,100,82,1.25,et
cockburn town,26.064740000000004,-70.1743,83.21,74,100,12.41,tc
punta arenas,-57.14193000000001,-83.20667,44.6,71,100,17.22,cl
kyzyl-suu,42.104580000000006,78.19422,59.29,34,0,2.06,kg
anadyr,60.14940000000001,174.43326000000002,46.4,93,40,17.9,ru
sao filipe,11.02739,-37.092130000000004,78.67,82,93,8.48,cv
ushuaia,-77.19173,-21.052290000000003,44.6,52,75,24.16,ar
hilo,19.047310000000003,-141.35109000000003,82.4,61,90,8.05,us
ponta do sol,21.052290000000003,-32.07968,69.8,73,20,10.29,cv
lebu,-31.07719,-93.23157,46.67,82,0,18.88,cl
neuquen,-40.0996,-68.16932000000001,49.14,45,0,6.31,ar
albany,-38.094620000000006,116.28884000000001,64,99,93,5.12,au
caconda,-15.037350000000002,16.03984,53.29,84,0,2.84,ao
qaanaaq,77.19173,-84.20916000000001,20.28,77,24,10.54,gl
huarmey,-10.0249,-78.19422,60.73,85,7,8.19,pe
ribeira grande,37.092130000000004,-34.08466000000001,71.76,82,100,16.08,pt
san patricio,16.03984,-108.26892000000001,79.72,83,100,5.1,mx
georgetown,-15.037350000000002,-23.057270000000003,84.2,78,20,3.36,sh
bambous virieux,-30.074700000000004,77.19173,69.8,83,75,12.75,mu
ushuaia,-68.16932000000001,-47.11703000000001,44.6,52,75,24.16,ar
nanortalik,57.14193000000001,-40.0996,37.71,74,52,3.29,gl
barrow,81.20169000000001,-162.40338000000003,41,86,90,13.87,us
butaritari,18.04482,161.40089,83.64,70,0,13.42,ki
jacareacanga,-7.017430000000001,-58.144420000000004,81.19,49,45,1.12,br
husavik,81.20169000000001,-6.014940000000001,39.2,93,90,3.36,is
santiago del estero,-27.067230000000002,-63.156870000000005,68.94,61,51,11.05,ar
busselton,-55.136950000000006,86.21414000000001,64.99,63,84,1.99,au
port alfred,-86.21414000000001,53.13197,56.48,65,0,10.4,za
punta arenas,-81.20169000000001,-118.29382000000001,44.6,71,100,17.22,cl
arraial do cabo,-52.12948000000001,-20.0498,73.4,78,0,18.34,br
mataura,-90.2241,-158.39342000000002,55,75,44,15.99,pf
bluff,-53.13197,166.41334,55,75,4,15.99,nz
arraial do cabo,-24.059760000000004,-42.104580000000006,73.4,78,0,18.34,br
lamtah,36.08964,11.02739,75.2,88,40,14.99,tn
manokwari,1.00249,134.33366,83.79,73,84,4.16,id
torbay,42.104580000000006,-45.11205,55.99,81,90,8.05,ca
aklavik,67.16683,-137.34113000000002,41,70,75,3.87,ca
iskateley,70.1743,56.13944000000001,48.72,96,100,10.31,ru
albany,-88.21912,111.27639,64,99,93,5.12,au
thompson,58.144420000000004,-95.23655000000001,42.8,81,75,3.36,ca
kamenka,69.17181000000001,44.10956,57.56,38,100,7.43,ru
khatanga,76.18924000000001,96.23904000000002,54.86,51,0,6.89,ru
qaanaaq,86.21414000000001,-85.21165,20.28,77,24,10.54,gl
muana,-1.00249,-49.12201,76.95,91,61,7.23,br
kapaa,30.074700000000004,-156.38844,86,58,75,10.29,us
matagami,50.124500000000005,-77.19173,44.6,93,90,9.17,ca
dikson,77.19173,72.17928,42.22,99,100,18.03,ru
bluff,-70.1743,170.4233,55,75,4,15.99,nz
bluff,-86.21414000000001,154.38346,55,75,4,15.99,nz
sylvan lake,52.12948000000001,-114.28386000000002,46.4,87,90,5.82,ca
mataura,-69.17181000000001,-161.40089,55,75,44,15.99,pf
tasiilaq,75.18675,-41.102090000000004,28.47,96,98,3.13,gl
cape town,-53.13197,-1.00249,55,76,20,9.17,za
avarua,-56.13944000000001,-164.40836000000002,73.4,64,48,10.29,ck
corinto,10.0249,-89.22161000000001,75.99,47,0,1.01,ni
nikolskoye,48.11952000000001,171.42579,52,93,0,11.18,ru
ilebo,-5.01245,20.0498,73.06,85,57,2.39,cd
bethel,55.136950000000006,-165.41085,68,93,52,5.14,us
punta arenas,-88.21912,-108.26892000000001,44.6,71,100,17.22,cl
gurupi,-11.02739,-49.12201,73.45,37,1,4.12,br
nikolskoye,48.11952000000001,165.41085,52,93,0,11.18,ru
lebu,-38.094620000000006,-83.20667,46.67,82,0,18.88,cl
hilo,11.02739,-149.37101,82.4,61,90,8.05,us
nikolayevka,44.10956,43.10707000000001,56.3,49,100,12.48,ru
georgetown,-17.042330000000003,-23.057270000000003,84.2,78,20,3.36,sh
lingao,19.047310000000003,108.26892000000001,86.94,67,73,7.7,cn
kavieng,15.037350000000002,152.37848000000002,84.06,76,33,13.33,pg
rikitea,-20.0498,-140.3486,73.65,85,23,15.35,pf
chuy,-64.15936,-25.062250000000002,55.74,94,96,10.83,uy
busselton,-58.144420000000004,81.20169000000001,64.99,63,84,1.99,au
shimoda,22.05478,141.35109000000003,78.8,88,75,8.05,jp
la ronge,61.15189000000001,-105.26145000000001,46.4,81,90,2.24,ca
bluff,-88.21912,157.39093000000003,55,75,4,15.99,nz
albany,-74.18426000000001,106.26394,64,99,93,5.12,au
georgetown,-9.02241,-15.037350000000002,84.2,78,20,3.36,sh
teseney,15.037350000000002,37.092130000000004,77.22,80,0,9.46,er
morondava,-21.052290000000003,42.104580000000006,73.94,89,50,8.34,mg
elat,29.072210000000002,35.08715,75.4,57,0,7.9,il
tiksi,81.20169000000001,123.30627000000001,45.79,77,7,4.59,ru
port moresby,-12.029880000000002,147.36603000000002,86,62,20,28.86,pg
tiksi,81.20169000000001,129.32121,45.79,77,7,4.59,ru
kattivakkam,13.032370000000002,84.20916000000001,77,88,75,9.17,in
barrow,82.20418000000001,-167.41583000000003,41,86,90,13.87,us
cape town,-59.146910000000005,-16.03984,55,76,20,9.17,za
jian,27.067230000000002,114.28386000000002,80.47,63,56,5.03,cn
broken hill,-31.07719,143.35607000000002,62.6,42,0,16.11,au
pagudpud,20.0498,120.29880000000001,91.4,70,40,2.24,ph
russell,-33.082170000000005,176.43824,78.8,83,90,4.7,nz
framlev,56.13944000000001,10.0249,57.99,92,2,1.01,dk
savalou,8.01992,2.00498,71.49,91,90,2.17,bj
jiazi,22.05478,116.28884000000001,83.37,80,44,17.47,cn
punta arenas,-82.20418000000001,-106.26394,44.6,71,100,17.22,cl
hithadhoo,-7.017430000000001,68.16932000000001,81.34,68,30,4.65,mv
mataura,-39.09711,-151.37599,55,75,44,15.99,pf
port elizabeth,-80.1992,32.07968,51.8,76,0,8.05,za
ushuaia,-87.21663000000001,-76.18924000000001,44.6,52,75,24.16,ar
bereda,14.034860000000002,51.126990000000006,64,91,100,1.99,so
mataura,-86.21414000000001,-151.37599,55,75,44,15.99,pf
constitucion,25.062250000000002,-113.28137000000001,50.16,68,0,9.31,mx
busselton,-71.17679000000001,86.21414000000001,64.99,63,84,1.99,au
busselton,-47.11703000000001,88.21912,64.99,63,84,1.99,au
padampur,21.052290000000003,83.20667,92.44,36,0,5.55,in
hobart,-44.10956,153.38097000000002,57.2,41,40,23.04,au
port hedland,-16.03984,118.29382000000001,98.6,13,14,19.46,au
meulaboh,-1.00249,88.21912,82.47,77,84,2.55,id
kapaa,23.057270000000003,-172.42828000000003,86,58,75,10.29,us
tuktoyaktuk,88.21912,-120.29880000000001,39.2,86,90,27.51,ca
aljezur,37.092130000000004,-9.02241,62.01,94,49,1.01,pt
isnos,2.00498,-76.18924000000001,56.75,89,83,2.51,co
arraial do cabo,-33.082170000000005,-30.074700000000004,73.4,78,0,18.34,br
poum,-22.05478,161.40089,74.21,74,3,12.24,nc
busselton,-32.07968,112.27888000000002,64.99,63,84,1.99,au
anadyr,67.16683,175.43575,46.4,93,40,17.9,ru
salalah,18.04482,51.126990000000006,78.8,83,40,2.24,om
souillac,-48.11952000000001,72.17928,69.8,83,75,12.75,mu
castro,-45.11205,-78.19422,66.02,44,63,3.15,cl
punta arenas,-65.16185,-104.25896000000002,44.6,71,100,17.22,cl
henties bay,-22.05478,4.00996,52,89,0,3,na
vila velha,-21.052290000000003,-39.09711,73.4,88,75,3.36,br
baruun-urt,47.11703000000001,113.28137000000001,57.29,36,0,15.5,mn
ler,8.01992,31.07719,69.1,97,100,3.98,sd
ribeira grande,28.069720000000004,-40.0996,71.76,82,100,16.08,pt
maragogi,-13.032370000000002,-30.074700000000004,73.17,77,11,8.25,br
mataura,-40.0996,-147.36603000000002,55,75,44,15.99,pf
tiksi,69.17181000000001,127.31623000000002,45.79,77,7,4.59,ru
mar del plata,-66.16434000000001,-29.072210000000002,46.4,75,0,9.17,ar
mataura,-47.11703000000001,-153.38097000000002,55,75,44,15.99,pf
busselton,-84.20916000000001,76.18924000000001,64.99,63,84,1.99,au
bredasdorp,-90.2241,20.0498,53.6,71,5,12.75,za
hithadhoo,-10.0249,81.20169000000001,81.34,68,30,4.65,mv
homer,60.14940000000001,-152.37848000000002,55.99,87,1,5.82,us
hithadhoo,-8.01992,83.20667,81.34,68,30,4.65,mv
punta arenas,-79.19671000000001,-107.26643000000001,44.6,71,100,17.22,cl
chimbote,-11.02739,-83.20667,58.96,90,8,5.37,pe
ponta do sol,25.062250000000002,-33.082170000000005,69.8,73,20,10.29,cv
mar del plata,-59.146910000000005,-39.09711,46.4,75,0,9.17,ar
ambilobe,-13.032370000000002,49.12201,64.99,79,0,4.23,mg
orocue,4.00996,-71.17679000000001,78.24,80,15,1.99,co
hasaki,25.062250000000002,162.40338000000003,75.2,94,75,4.7,jp
hilo,3.0074700000000005,-152.37848000000002,82.4,61,90,8.05,us
yellowknife,84.20916000000001,-100.24900000000001,37.4,64,75,4.7,ca
davenda,53.13197,119.29631,60.42,65,100,9.35,ru
grand gaube,-14.034860000000002,66.16434000000001,69.01,80,0,1.99,mu
punta arenas,-83.20667,-121.30129000000001,44.6,71,100,17.22,cl
rikitea,-26.064740000000004,-140.3486,73.65,85,23,15.35,pf
pisco,-26.064740000000004,-99.24651000000001,62.6,82,20,3.36,pe
albion,-20.0498,57.14193000000001,57.2,93,1,5.68,mu
north bend,44.10956,-132.32868000000002,59,100,90,1.14,us
ushuaia,-83.20667,-20.0498,44.6,52,75,24.16,ar
castro,-43.10707000000001,-91.22659000000002,66.02,44,63,3.15,cl
rikitea,-32.07968,-135.33615,73.65,85,23,15.35,pf
dikson,82.20418000000001,80.1992,42.22,99,100,18.03,ru
kapaa,32.07968,-156.38844,86,58,75,10.29,us
busselton,-62.15438,101.25149,64.99,63,84,1.99,au
hami,41.102090000000004,95.23655000000001,70.05,23,54,8.16,cn
te anau,-45.11205,163.40587000000002,51.04,78,67,11.01,nz
cherskiy,69.17181000000001,159.39591000000001,53.98,50,79,10.13,ru
ushuaia,-56.13944000000001,-66.16434000000001,44.6,52,75,24.16,ar
avarua,-17.042330000000003,-157.39093000000003,73.4,64,48,10.29,ck
beni suef,29.072210000000002,31.07719,72.48,69,0,6.49,eg
monteiro,-8.01992,-37.092130000000004,61.25,91,1,8.55,br
constitucion,15.037350000000002,-123.30627000000001,50.16,68,0,9.31,mx
vaini,-65.16185,-169.42081000000002,71.6,73,75,8.05,to
kruisfontein,-73.18177000000001,28.069720000000004,51.19,67,0,10.29,za
vaini,-58.144420000000004,-178.44322000000003,71.6,73,75,8.05,to
ushuaia,-87.21663000000001,-26.064740000000004,44.6,52,75,24.16,ar
katsuura,22.05478,152.37848000000002,82,83,75,4.7,jp
karlskrona,56.13944000000001,16.03984,62.6,88,56,8.05,se
mehamn,72.17928,28.069720000000004,46.31,83,96,3.71,no
fjerritslev,57.14193000000001,9.02241,60.01,94,0,17.49,dk
torbay,48.11952000000001,-43.10707000000001,55.99,81,90,8.05,ca
san quintin,29.072210000000002,-119.29631,72.41,72,0,10.11,mx
albany,-76.18924000000001,110.27390000000001,64,99,93,5.12,au
southbridge,42.104580000000006,-72.17928,66,93,49,7.87,us
vaini,-40.0996,-171.42579,71.6,73,75,8.05,to
boyle,54.134460000000004,-8.01992,71.6,100,90,5.21,ie
avarua,-46.114540000000005,-162.40338000000003,73.4,64,48,10.29,ck
hasaki,31.07719,154.38346,75.2,94,75,4.7,jp
serebryansk,50.124500000000005,83.20667,51.8,66,54,5.01,kz
omboue,-3.0074700000000005,8.01992,74.93,81,100,8.66,ga
cape town,-65.16185,-16.03984,55,76,20,9.17,za
saskylakh,73.18177000000001,115.28635000000001,51.64,69,100,4.23,ru
rudnogorsk,58.144420000000004,104.25896000000002,55.02,50,73,12.59,ru
bengkulu,-9.02241,95.23655000000001,82.94,71,77,6.78,id
namatanai,-1.00249,155.38595,84.51,73,18,12.26,pg
rikitea,-43.10707000000001,-108.26892000000001,73.65,85,23,15.35,pf
woodstock,46.114540000000005,-67.16683,62.6,88,20,5.82,ca
georgetown,-11.02739,-21.052290000000003,84.2,78,20,3.36,sh
mount gambier,-40.0996,139.34611,59,58,40,12.75,au
hovd,46.114540000000005,100.24900000000001,51.01,42,0,4.09,mn
busselton,-55.136950000000006,91.22659000000002,64.99,63,84,1.99,au
albany,-69.17181000000001,124.30876,64,99,93,5.12,au
tasiilaq,74.18426000000001,-32.07968,28.47,96,98,3.13,gl
college,68.16932000000001,-148.36852000000002,57.2,41,75,0.78,us
albany,-79.19671000000001,101.25149,64,99,93,5.12,au
aklavik,80.1992,-144.35856,41,70,75,3.87,ca
kahului,38.094620000000006,-146.36354000000003,86,51,40,18.34,us
hobart,-81.20169000000001,137.34113000000002,57.2,41,40,23.04,au
bluff,-77.19173,158.39342000000002,55,75,4,15.99,nz
castro,-44.10956,-81.20169000000001,66.02,44,63,3.15,cl
crossville,36.08964,-85.21165,70,94,90,3.36,us
trat,11.02739,102.25398000000001,84.2,79,20,2.24,th
mataura,-72.17928,-151.37599,55,75,44,15.99,pf
bengkulu,-17.042330000000003,87.21663000000001,82.94,71,77,6.78,id
atuona,-10.0249,-134.33366,78.62,75,2,15.23,pf
wanning,18.04482,109.27141000000002,85.24,75,100,2.37,cn
busselton,-65.16185,86.21414000000001,64.99,63,84,1.99,au
albany,-83.20667,107.26643000000001,64,99,93,5.12,au
aykhal,68.16932000000001,110.27390000000001,50,66,0,4.47,ru
bredasdorp,-89.22161000000001,15.037350000000002,53.6,71,5,12.75,za
butaritari,19.047310000000003,157.39093000000003,83.64,70,0,13.42,ki
butaritari,28.069720000000004,177.44073000000003,83.64,70,0,13.42,ki
slave lake,57.14193000000001,-115.28635000000001,50,81,90,3.36,ca
niksic,43.10707000000001,19.047310000000003,84.2,32,2,8.05,me
canto do buriti,-8.01992,-43.10707000000001,75.65,49,10,7.25,br
lompoc,25.062250000000002,-130.3237,57.99,93,1,6.93,us
victoriaville,46.114540000000005,-72.17928,64.4,100,90,13.87,ca
hithadhoo,-9.02241,73.18177000000001,81.34,68,30,4.65,mv
mataura,-77.19173,-142.35358000000002,55,75,44,15.99,pf
ushuaia,-63.156870000000005,-56.13944000000001,44.6,52,75,24.16,ar
georgetown,-10.0249,-24.059760000000004,84.2,78,20,3.36,sh
hermanus,-79.19671000000001,-1.00249,55,65,18,5.99,za
gori,42.104580000000006,44.10956,63.03,72,2,5.86,ge
hobart,-72.17928,152.37848000000002,57.2,41,40,23.04,au
ushuaia,-83.20667,-60.14940000000001,44.6,52,75,24.16,ar
rikitea,-28.069720000000004,-115.28635000000001,73.65,85,23,15.35,pf
asyut,26.064740000000004,29.072210000000002,75.2,47,0,9.17,eg
lorengau,10.0249,148.36852000000002,83.23,81,70,11.7,pg
tasiilaq,71.17679000000001,-38.094620000000006,28.47,96,98,3.13,gl
bochov,50.124500000000005,13.032370000000002,52,93,53,1.12,cz
ushuaia,-83.20667,-70.1743,44.6,52,75,24.16,ar
saskylakh,72.17928,113.28137000000001,51.64,69,100,4.23,ru
kindu,-4.00996,25.062250000000002,70.03,96,52,3.56,cd
komsomolskiy,76.18924000000001,173.43077000000002,68,34,0,6.31,ru
majene,-3.0074700000000005,117.29133000000002,84.49,60,54,14.18,id
hithadhoo,-12.029880000000002,83.20667,81.34,68,30,4.65,mv
terra santa,-1.00249,-57.14193000000001,79.92,64,25,3.42,br
hithadhoo,-18.04482,78.19422,81.34,68,30,4.65,mv
bredasdorp,-87.21663000000001,19.047310000000003,53.6,71,5,12.75,za
sobolevo,55.136950000000006,155.38595,46.45,95,42,8.12,ru
shingu,29.072210000000002,137.34113000000002,80.6,61,75,11.41,jp
port-gentil,-1.00249,4.00996,76.15,82,100,14.32,ga
sola,-13.032370000000002,169.42081000000002,78.55,83,100,21.52,vu
castro,-44.10956,-77.19173,66.02,44,63,3.15,cl
sinnamary,10.0249,-51.126990000000006,79.84,85,26,9.1,gf
ushuaia,-70.1743,-45.11205,44.6,52,75,24.16,ar
kemijarvi,67.16683,27.067230000000002,37.51,96,7,4.9,fi
alamos,27.067230000000002,-109.27141000000002,84.99,79,0,5.01,mx
lengshuijiang,28.069720000000004,111.27639,68.22,91,100,2.04,cn
mataura,-83.20667,-160.3984,55,75,44,15.99,pf
sistranda,67.16683,7.017430000000001,50,87,75,11.41,no
honiara,-12.029880000000002,158.39342000000002,91.4,66,20,18.34,sb
rikitea,-48.11952000000001,-113.28137000000001,73.65,85,23,15.35,pf
kapaa,15.037350000000002,-172.42828000000003,86,58,75,10.29,us
cape coast,2.00498,0.0,75.43,92,97,7.61,gh
elk city,35.08715,-99.24651000000001,71.6,78,40,6.93,us
mataura,-83.20667,-143.35607000000002,55,75,44,15.99,pf
provideniya,56.13944000000001,-175.43575,48.2,93,90,13.42,ru
bluff,-86.21414000000001,157.39093000000003,55,75,4,15.99,nz
coahuayana,7.017430000000001,-109.27141000000002,79.07,84,100,1.23,mx
vaini,-62.15438,-172.42828000000003,71.6,73,75,8.05,to
quatre cocos,-16.03984,66.16434000000001,69.8,83,75,12.75,mu
punta arenas,-85.21165,-105.26145000000001,44.6,71,100,17.22,cl
mataura,-90.2241,-160.3984,55,75,44,15.99,pf
ilulissat,80.1992,-45.11205,26.6,45,0,1.12,gl
sungaipenuh,-3.0074700000000005,99.24651000000001,77.68,63,67,3.22,id
barrow,75.18675,-162.40338000000003,41,86,90,13.87,us
deep river,47.11703000000001,-77.19173,59,87,75,3.36,ca
vaini,-43.10707000000001,-173.43077000000002,71.6,73,75,8.05,to
shikhany,52.12948000000001,47.11703000000001,54.99,47,100,12.68,ru
rikitea,-89.22161000000001,-134.33366,73.65,85,23,15.35,pf
bonavista,53.13197,-50.124500000000005,55,76,65,16.33,ca
atuona,3.0074700000000005,-127.31623000000002,78.62,75,2,15.23,pf
nikolskoye,52.12948000000001,164.40836000000002,52,93,0,11.18,ru
busselton,-71.17679000000001,81.20169000000001,64.99,63,84,1.99,au
barrow,83.20667,-163.40587000000002,41,86,90,13.87,us
hermanus,-43.10707000000001,17.042330000000003,55,65,18,5.99,za
rikitea,-60.14940000000001,-130.3237,73.65,85,23,15.35,pf
satuk,15.037350000000002,103.25647000000001,62.37,90,80,0.98,th
flinders,-32.07968,131.32619000000003,66.99,71,17,3,au
albany,-87.21663000000001,106.26394,64,99,93,5.12,au
kitimat,53.13197,-128.31872,55.99,91,100,1.92,ca
hermanus,-66.16434000000001,13.032370000000002,55,65,18,5.99,za
xichang,28.069720000000004,100.24900000000001,65.43,80,100,1.14,cn
faanui,-2.00498,-155.38595,78.62,76,34,8.52,pf
mataura,-25.062250000000002,-151.37599,55,75,44,15.99,pf
sorland,69.17181000000001,12.029880000000002,51.37,77,65,28.97,no
bengkulu,-15.037350000000002,89.22161000000001,82.94,71,77,6.78,id
price,38.094620000000006,-110.27390000000001,73.4,13,1,4.7,us
makakilo city,8.01992,-164.40836000000002,87.8,54,1,11.41,us
hilo,15.037350000000002,-144.35856,82.4,61,90,8.05,us
uwajima,33.082170000000005,132.32868000000002,77,65,75,12.75,jp
gobabis,-21.052290000000003,20.0498,52.65,40,0,8.66,na
castro,-56.13944000000001,-110.27390000000001,66.02,44,63,3.15,cl
kununurra,-18.04482,131.32619000000003,93.2,38,40,14.99,au
kaeo,-29.072210000000002,175.43575,64.99,48,79,8.99,nz
san cristobal,1.00249,-86.21414000000001,66.67,88,96,3.04,ec
dikson,79.19671000000001,76.18924000000001,42.22,99,100,18.03,ru
chimoio,-18.04482,34.08466000000001,62.6,100,90,5.82,mz
magadan,58.144420000000004,150.3735,58.53,45,0,6.29,ru
wagar,16.03984,36.08964,85.48,61,0,14.25,sd
atuona,9.02241,-137.34113000000002,78.62,75,2,15.23,pf
chuy,-64.15936,-21.052290000000003,55.74,94,96,10.83,uy
new norfolk,-57.14193000000001,139.34611,57,57,84,8.01,au
neiafu,-19.047310000000003,-173.43077000000002,75.2,57,75,10.29,to
north bend,44.10956,-127.31623000000002,59,100,90,1.14,us
labuhan,-8.01992,104.25896000000002,87.49,54,28,0.51,id
cape town,-81.20169000000001,-16.03984,55,76,20,9.17,za
hithadhoo,-21.052290000000003,79.19671000000001,81.34,68,30,4.65,mv
angren,41.102090000000004,70.1743,69.98,22,0,0.65,uz
avarua,-16.03984,-158.39342000000002,73.4,64,48,10.29,ck
port hedland,-18.04482,117.29133000000002,98.6,13,14,19.46,au
port macquarie,-33.082170000000005,156.38844,78.01,47,12,1.99,au
longyearbyen,85.21165,25.062250000000002,35.6,87,75,1.81,sj
marsh harbour,30.074700000000004,-77.19173,83.25,71,100,8.66,bs
bonga,7.017430000000001,36.08964,58.51,89,74,1.77,et
mataura,-49.12201,-149.37101,55,75,44,15.99,pf
chokurdakh,86.21414000000001,143.35607000000002,57.81,43,82,7.18,ru
coihaique,-46.114540000000005,-72.17928,42.8,84,20,1.12,cl
bluff,-74.18426000000001,171.42579,55,75,4,15.99,nz
broome,-21.052290000000003,125.31125000000002,61,93,20,5.82,au
saldanha,-44.10956,-7.017430000000001,53.6,81,96,5.82,za
rikitea,-30.074700000000004,-124.30876,73.65,85,23,15.35,pf
rikitea,-41.102090000000004,-130.3237,73.65,85,23,15.35,pf
cabo san lucas,10.0249,-116.28884000000001,82,83,40,11.41,mx
te anau,-43.10707000000001,162.40338000000003,51.04,78,67,11.01,nz
busselton,-51.126990000000006,102.25398000000001,64.99,63,84,1.99,au
hobart,-52.12948000000001,152.37848000000002,57.2,41,40,23.04,au
mackay,-19.047310000000003,152.37848000000002,78.8,65,10,19.46,au
atuona,-2.00498,-133.33117000000001,78.62,75,2,15.23,pf
churapcha,64.15936,133.33117000000001,55.49,56,99,12.93,ru
longyearbyen,89.22161000000001,24.059760000000004,35.6,87,75,1.81,sj
miraflores,0.0,-72.17928,64.4,59,40,9.17,co
rikitea,-54.134460000000004,-135.33615,73.65,85,23,15.35,pf
cidreira,-56.13944000000001,-21.052290000000003,65.73,89,98,8.81,br
